frame_index	pts_seconds	enqueue_host_ns	proof_host_ns	proof_source	inferred_display_ns	ack2_host_ns
222	7.400000	163094909009916	163094946350416	consumed-notification	163095078139250	163094946354458
223	7.433333	163094946487458	163094981910416	consumed-notification	163095111480791	163094981912625
224	7.466667	163094982002833	163095019309875	consumed-notification	163095144838708	163095019313375
225	7.500000	163095019407375	163095037785000	consumed-notification	163095178144875	163095037787833
226	7.533333	163095037864375	163095073637125	consumed-notification	163095211488708	163095073639958
227	7.566667	163095073735708	163095111093291	consumed-notification	163095244824625	163095111096750
228	7.600000	163095111311791	163095148529416	consumed-notification	163095278198500	163095148532375
229	7.633333	163095148748791	163095185981416	consumed-notification	163095311485500	163095185985333
230	7.666667	163095186119875	163095204693125	consumed-notification	163095344816291	163095204697041
231	7.700000	163095204780583	163095242102416	consumed-notification	163095378153583	163095242105208
232	7.733333	163095242194750	163095279903500	consumed-notification	163095411475666	163095279918083
233	7.766667	163095281236125	163095314021125	consumed-notification	163095444797416	163095314029458
234	7.800000	163095314408291	163095351491625	consumed-notification	163095478135958	163095351498666
235	7.833333	163095351664500	163095388655333	consumed-notification	163095511465041	163095388660000
236	7.866667	163095388787291	163095406195750	consumed-notification	163095544845041	163095406197833
237	7.900000	163095406268875	163095442643708	consumed-notification	163095578158250	163095442647250
238	7.933333	163095442729625	163095479741375	consumed-notification	163095611479375	163095479743791
239	7.966667	163095479834666	163095517136916	consumed-notification	163095644834625	163095517138666
240	8.000000	163095517199083	163095554547250	consumed-notification	163095678224541	163095554550458
241	8.033333	163095554661416	163095572671500	consumed-notification	163095711539458	163095572673708
242	8.066667	163095572792000	163095609085000	consumed-notification	163095744803250	163095609090458
243	8.100000	163095609244208	163095646523125	consumed-notification	163095778148250	163095646526500
244	8.133333	163095646673500	163095684183333	consumed-notification	163095811468916	163095684197916
245	8.166667	163095685926625	163095720569125	consumed-notification	163095844821458	163095720577166
246	8.200000	163095720974041	163095739357541	consumed-notification	163095878148291	163095739364250
247	8.233333	163095739937500	163095775610125	consumed-notification	163095911490916	163095775619666
248	8.266667	163095775929041	163095813204125	consumed-notification	163095944810583	163095813211833
249	8.300000	163095813826458	163095849734250	consumed-notification	163095978170875	163095849744166
250	8.333333	163095850466958	163095886265250	consumed-notification	163096011515125	163095886281958
251	8.366667	163095886816000	163095922208083	consumed-notification	163096044814583	163095922223666
252	8.400000	163095922560166	163095940863416	consumed-notification	163096078145583	163095940870791
253	8.433333	163095941014958	163095978413208	consumed-notification	163096111489833	163095978417750
254	8.466667	163095978569708	163096016069083	consumed-notification	163096144845291	163096016082041
255	8.500000	163096016517000	163096051392333	consumed-notification	163096178163583	163096051400541
256	8.533333	163096051872916	163096088717375	consumed-notification	163096211480416	163096088726666
257	8.566667	163096089304625	163096107463666	consumed-notification	163096244823375	163096107471000
258	8.600000	163096107852250	163096145059875	consumed-notification	163096278151250	163096145069291
259	8.633333	163096145661875	163096181595583	consumed-notification	163096311478833	163096181609666
260	8.666667	163096182697583	163096219169791	consumed-notification	163096344798958	163096219178791
261	8.700000	163096219629291	163096237945541	consumed-notification	163096378137166	163096237952500
262	8.733333	163096238325041	163096273739250	consumed-notification	163096411468291	163096273747375
263	8.766667	163096274094708	163096310006458	consumed-notification	163096444816041	163096310013750
264	8.800000	163096310324291	163096344398708	consumed-notification	163096478131791	163096344408041
265	8.833333	163096344845541	163096380809166	consumed-notification	163096511463666	163096380813916
266	8.866667	163096380901750	163096417272125	consumed-notification	163096544798416	163096417276041
267	8.900000	163096417373041	163096454039250	consumed-notification	163096578187625	163096454043583
268	8.933333	163096454131958	163096472425875	consumed-notification	163096611478125	163096472430708
269	8.966667	163096472574041	163096508576625	consumed-notification	163096644802833	163096508581000
270	9.000000	163096508670500	163096544199208	consumed-notification	163096678161541	163096544202291
271	9.033333	163096544303000	163096580054750	consumed-notification	163096711525541	163096580068166
272	9.066667	163096580431750	163096616920750	consumed-notification	163096744839000	163096616928958
273	9.100000	163096617196875	163096652564250	consumed-notification	163096778200083	163096652573000
274	9.133333	163096653022125	163096671355291	consumed-notification	163096811549416	163096671361166
275	9.166667	163096671676125	163096709030125	consumed-notification	163096844860916	163096709038458
276	9.200000	163096709491541	163096744921208	consumed-notification	163096878173333	163096744928000
277	9.233333	163096745443625	163096782338333	consumed-notification	163096911471916	163096782345583
278	9.266667	163096782653250	163096817626583	consumed-notification	163096944814041	163096817633500
279	9.300000	163096818037333	163096852944083	consumed-notification	163096978198833	163096852951333
280	9.333333	163096853422750	163096871728708	consumed-notification	163097011515000	163096871738083
281	9.366667	163096874511000	163096909154291	consumed-notification	163097044823333	163096909159041
282	9.400000	163096909272750	163096944967708	consumed-notification	163097078136208	163096944974083
283	9.433333	163096945143000	163096982703875	consumed-notification	163097111467916	163096982715375
284	9.466667	163096983683958	163097019111416	consumed-notification	163097144801500	163097019114958
285	9.500000	163097019266166	163097038033250	consumed-notification	163097178136541	163097038041916
286	9.533333	163097038427125	163097075418833	consumed-notification	163097211471625	163097075423625
287	9.566667	163097075589583	163097111605458	consumed-notification	163097244803166	163097111610833
288	9.600000	163097111726083	163097147964458	consumed-notification	163097278145000	163097147967333
