frame_index	pts_seconds	enqueue_host_ns	proof_host_ns	proof_source	inferred_display_ns	ack2_host_ns
354	11.800000	163244512123791	163244536199833	drawable-presented	163244511703916	0
355	11.833333	163244545073708	163244569533166	drawable-presented	163244545020333	0
356	11.866667	163244578693291	163244602866541	drawable-presented	163244578413041	0
357	11.900000	163244611831833	163244636199916	drawable-presented	163244611692875	0
358	11.933333	163244645219416	163244669533333	drawable-presented	163244645024166	0
359	11.966667	163244678535875	163244702866625	drawable-presented	163244678359500	0
360	12.000000	163244711875375	163244736200083	drawable-presented	163244711701666	0
361	12.033333	163244745245708	163244769533416	drawable-presented	163244745013250	0
362	12.066667	163244778559875	163244802866833	drawable-presented	163244778362666	0
363	12.100000	163244812033583	163244836200208	drawable-presented	163244811679833	0
364	12.133333	163244845280125	163244869533541	drawable-presented	163244845040500	0
365	12.166667	163244878600916	163244902866916	drawable-presented	163244878425416	0
366	12.200000	163244911889291	163244936200333	drawable-presented	163244911694166	0
367	12.233333	163244945530416	163244969533708	drawable-presented	163244945046541	0
368	12.266667	163244978535416	163245002867083	drawable-presented	163244978337625	0
369	12.300000	163245011758916	163245036200500	drawable-presented	163245011680083	0
370	12.333333	163245045252291	163245069533833	drawable-presented	163245045002583	0
371	12.366667	163245078764958	163245102867208	drawable-presented	163245078355000	0
372	12.400000	163245111863625	163245136200583	drawable-presented	163245111676583	0
373	12.433333	163245145192541	163245169534000	drawable-presented	163245145028500	0
374	12.466667	163245178486333	163245202867291	drawable-presented	163245178339791	0
375	12.500000	163245211829166	163245236200708	drawable-presented	163245211664833	0
376	12.533333	163245245440166	163245269534125	drawable-presented	163245245024833	0
377	12.566667	163245278387541	163245302867541	drawable-presented	163245278333291	0
378	12.600000	163245311718458	163245336200875	drawable-presented	163245311663666	0
379	12.633333	163245345075583	163245369534250	drawable-presented	163245345001375	0
380	12.666667	163245378431583	163245402867583	drawable-presented	163245378360125	0
381	12.700000	163245411715583	163245436201000	drawable-presented	163245411678416	0
382	12.733333	163245445069125	163245469534375	drawable-presented	163245445017125	0
383	12.766667	163245478361416	163245502867791	drawable-presented	163245478330833	0
384	12.800000	163245511930791	163245536201166	drawable-presented	163245511723708	0
385	12.833333	163245545355083	163245569534458	drawable-presented	163245545019291	0
386	12.866667	163245578401541	163245602867916	drawable-presented	163245578327666	0
387	12.900000	163245611900583	163245636201250	drawable-presented	163245611694666	0
388	12.933333	163245645113875	163245669534666	drawable-presented	163245645009416	0
389	12.966667	163245678443958	163245702868000	drawable-presented	163245678337416	0
390	13.000000	163245711794416	163245736201458	drawable-presented	163245711673833	0
391	13.033333	163245745301500	163245769534791	drawable-presented	163245745005083	0
392	13.066667	163245778737166	163245802868208	drawable-presented	163245778364333	0
393	13.100000	163245811820125	163245836201541	drawable-presented	163245811684416	0
394	13.133333	163245845293291	163245869534916	drawable-presented	163245845050041	0
395	13.166667	163245878725791	163245902868333	drawable-presented	163245878343916	0
396	13.200000	163245911797291	163245936205625	drawable-presented	163245911660166	0
397	13.233333	163245945071750	163245969535041	drawable-presented	163245944998500	0
398	13.266667	163245978443625	163246002868500	drawable-presented	163245978331708	0
399	13.300000	163246011751708	163246036201875	drawable-presented	163246011659666	0
400	13.333333	163246045125041	163246069535208	drawable-presented	163246045020666	0
